date,open,high,low,close,adj_close,volume,daily_return,7_day_ma
1999-01-22,0.0437499992549419,0.0488279983401298,0.0388020016252994,0.0410160012543201,0.017324848100543,2714688000,,
1999-01-25,0.0442709997296333,0.0458329990506172,0.0410160012543201,0.0453130006790161,0.0191398654133081,510480000,0.10476397730857312,
1999-01-26,0.0458329990506172,0.0467449985444545,0.0411459989845752,0.041797000914812,0.0176547393202781,343200000,-0.07759362018663041,
1999-01-27,0.0419269986450672,0.04296899959445,0.0395830012857914,0.0416669994592666,0.0175998304039239,244368000,-0.003110305828170734,
1999-01-28,0.0416669994592666,0.0419269986450672,0.0412760004401207,0.0415359996259212,0.0175444949418306,227520000,-0.0031439708893237217,
1999-01-29,0.0415359996259212,0.0416669994592666,0.0395830012857914,0.0395830012857914,0.0167195610702037,244032000,-0.047019413465879456,
1999-02-01,0.0395830012857914,0.0406249985098838,0.0395830012857914,0.0403649993240833,0.0170498732477426,154704000,0.019755905638529914,0.04161100036331582
1999-02-02,0.0395830012857914,0.0406249985098838,0.0360679998993873,0.0372399985790252,0.015729896724224,264096000,-0.07741857543383157,0.04107157140970226
1999-02-03,0.0367190018296241,0.0385419987142086,0.0364580005407333,0.0380209982395172,0.0160597898066043,75120000,0.02097206472322166,0.04002985677548813
1999-02-04,0.0385419987142086,0.0411459989845752,0.0380209982395172,0.0401040017604827,0.0169396307319402,181920000,0.05478560841152569,0.039787999753441085
1999-02-05,0.0407549999654293,0.0416669994592666,0.0397140011191368,0.0412760004401207,0.0174346715211868,136848000,0.02922398334803722,0.039732142750705954
1999-02-08,0.0415359996259212,0.0416669994592666,0.0398439988493919,0.0398439988493919,0.0168298054486513,154080000,-0.034693322401869064,0.039490428354058915
1999-02-09,0.0406249985098838,0.0408850014209747,0.0377600006759166,0.038281001150608,0.0161696095019578,86976000,-0.03922793253488299,0.039304428334746996
1999-02-10,0.038281001150608,0.0393229983747005,0.0372399985790252,0.037891000509262,0.0160048715770244,148224000,-0.01018783808217627,0.038950999932629675
1999-02-11,0.0380209982395172,0.0427079983055591,0.0380209982395172,0.0411459989845752,0.0173797644674778,132240000,0.08590426305891707,0.03950899999056539
1999-02-12,0.0416669994592666,0.0437499992549419,0.0416669994592666,0.0434900000691413,0.0183698497712612,109728000,0.056967898274746354,0.04029028596622597
1999-02-16,0.0442709997296333,0.046094000339508,0.0393229983747005,0.0437499992549419,0.0184796694666147,211008000,0.005978367104788385,0.040811142751148714
1999-02-17,0.0427079983055591,0.0432289987802505,0.0406249985098838,0.0414059981703758,0.017489580437541,67728000,-0.05357716855963879,0.04082971385547087
1999-02-18,0.0427079983055591,0.0432289987802505,0.0408850014209747,0.0420570001006126,0.0177645571529865,70704000,0.015722406390447974,0.04114585689135954
1999-02-19,0.0416669994592666,0.0442709997296333,0.0411459989845752,0.0434900000691413,0.0183698497712612,75360000,0.03407280512401134,0.04188999959400715
1999-02-22,0.0442709997296333,0.0447920002043247,0.0414059981703758,0.0437499992549419,0.0184796694666147,205248000,0.005978367104788385,0.04272699941481857
1999-02-23,0.0447920002043247,0.0467449985444545,0.042187999933958,0.0458329990506172,0.0193595122545957,138096000,0.04761142471196744,0.04339657085282457
1999-02-24,0.0526040010154247,0.0546879991888999,0.0483070015907287,0.0494790002703666,0.0208995565772056,612768000,0.07954969771283826,0.04425214231014247
1999-02-25,0.0515629984438419,0.0531250014901161,0.0471349991858005,0.0479170009493827,0.0202397778630256,149136000,-0.03156893454695353,0.04484742826649115
1999-02-26,0.0484380014240741,0.050000000745058,0.0453130006790161,0.045703001320362,0.0193046033382415,172608000,-0.0462048873083577,0.045461285859346334
1999-03-01,0.046875,0.0479170009493827,0.0437499992549419,0.0459639988839626,0.0194148495793342,92160000,0.00571073137562883,0.04601942854268204
1999-03-02,0.0458329990506172,0.046094000339508,0.0447920002043247,0.0455729998648166,0.0192496869713068,55248000,-0.008506636250972921,0.04631699994206423
1999-03-03,0.0458329990506172,0.0458329990506172,0.042187999933958,0.0424479991197586,0.0179297141730785,61392000,-0.06857131973597763,0.04613099992275233
1999-03-04,0.0445309989154338,0.0447920002043247,0.0411459989845752,0.0415359996259212,0.0175444949418306,57360000,-0.02148509971611079,0.04551714286208147
1999-03-05,0.0419269986450672,0.0440099984407424,0.0419269986450672,0.0438800007104873,0.0185345783829689,78768000,0.05643300042557042,0.044717285782098715
1999-03-08,0.0427079983055591,0.0458329990506172,0.0419269986450672,0.0445309989154338,0.0188095550984144,75888000,0.01483587498645833,0.0442335712058203
1999-03-09,0.0444010011851787,0.0466150008141994,0.0444010011851787,0.0459639988839626,0.0194148495793342,143184000,0.03217982985852452,0.044270856572048954
1999-03-10,0.0466150008141994,0.0466150008141994,0.0445309989154338,0.0451820008456707,0.0190845429897308,235344000,-0.017013272501943844,0.04415914256657869
1999-03-11,0.0444010011851787,0.0451820008456707,0.0432289987802505,0.0432289987802505,0.0182596091181039,54288000,-0.04322522307259291,0.04382428526878353
1999-03-12,0.0434900000691413,0.0434900000691413,0.0416669994592666,0.0424479991197586,0.0179297141730785,90768000,-0.018066568334418776,0.04382428526878353
1999-03-15,0.0434900000691413,0.0447920002043247,0.0432289987802505,0.0442709997296333,0.0186997354030609,108816000,0.042946679411942634,0.04421499956931383
1999-03-16,0.0445309989154338,0.0450519993901252,0.0424479991197586,0.0428389981389045,0.0180948730558156,79152000,-0.032346267296292086,0.04406628491623057
1999-03-17,0.0432289987802505,0.0440099984407424,0.0420570001006126,0.0430990010499954,0.0182046964764595,51360000,0.006069304194459502,0.04386171379259651
1999-03-18,0.0432289987802505,0.0442709997296333,0.042187999933958,0.0436200015246868,0.018424754962325,46320000,0.012088458247258016,0.04352685702698568
1999-03-19,0.0434900000691413,0.0450519993901252,0.0434900000691413,0.0437499992549419,0.0184796694666147,105312000,0.002980232134598415,0.04332228537116728
1999-03-22,0.0446610003709793,0.0447920002043247,0.0424479991197586,0.0424479991197586,0.0179297141730785,36672000,-0.029760003596713824,0.04321071399109701
1999-03-23,0.0427079983055591,0.0427079983055591,0.0390629991888999,0.0398439988493919,0.0168298054486513,163968000,-0.06134565407947801,0.0428387139524732
1999-03-24,0.0395830012857914,0.0398439988493919,0.0380209982395172,0.0395830012857914,0.0167195610702037,60864000,-0.0065504861745193654,0.042168999889067214
1999-03-25,0.0394529998302459,0.0416669994592666,0.0393229983747005,0.0401040017604827,0.0169396307319402,40320000,0.01316222766762043,0.04177828612072124
1999-03-26,0.0406249985098838,0.0437499992549419,0.0406249985098838,0.0436200015246868,0.018424754962325,88272000,0.0876720429348441,0.04185271475996287
